obs_date,vintage_date,value
2004-12-01,2024-10-15,661
2004-12-01,2024-11-12,661
2004-12-01,2024-12-17,661
2004-12-01,2025-01-21,661
2004-12-01,2025-02-18,661
2004-12-01,2025-03-20,661
2004-12-01,2025-04-15,661
2004-12-01,2025-05-13,661
2004-12-01,2025-06-10,661
2004-12-01,2025-07-17,661
2004-12-01,2025-08-12,661
2004-12-01,2025-09-16,661
2005-01-01,2024-02-13,655
2005-01-01,2024-03-12,655
2005-01-01,2024-04-16,655
2005-01-01,2024-05-14,655
2005-01-01,2024-06-11,655
2005-01-01,2024-07-18,655
2005-01-01,2024-08-13,655
2005-01-01,2024-09-10,655
2005-01-01,2024-10-15,655
2005-01-01,2024-11-12,655
2005-01-01,2024-12-17,655
2005-01-01,2025-01-21,655
2005-01-01,2025-02-18,655
2005-01-01,2025-03-20,655
2005-01-01,2025-04-15,655
2005-01-01,2025-05-13,655
2005-01-01,2025-06-10,655
2005-01-01,2025-07-17,655
2005-01-01,2025-08-12,655
2005-01-01,2025-09-16,655
2005-02-01,2024-02-13,642
2005-02-01,2024-03-12,642
2005-02-01,2024-04-16,642
2005-02-01,2024-05-14,642
2005-02-01,2024-06-11,642
2005-02-01,2024-07-18,642
2005-02-01,2024-08-13,642
2005-02-01,2024-09-10,642
2005-02-01,2024-10-15,642
2005-02-01,2024-11-12,642
2005-02-01,2024-12-17,642
2005-02-01,2025-01-21,642
2005-02-01,2025-02-18,642
2005-02-01,2025-03-20,642
2005-02-01,2025-04-15,644
2005-02-01,2025-05-13,644
2005-02-01,2025-06-10,644
2005-02-01,2025-07-17,644
2005-02-01,2025-08-12,644
2005-02-01,2025-09-16,644
2005-03-01,2024-02-13,638
2005-03-01,2024-03-12,638
2005-03-01,2024-04-16,638
2005-03-01,2024-05-14,638
2005-03-01,2024-06-11,638
2005-03-01,2024-07-18,638
2005-03-01,2024-08-13,638
2005-03-01,2024-09-10,638
2005-03-01,2024-10-15,638
2005-03-01,2024-11-12,638
2005-03-01,2024-12-17,638
2005-03-01,2025-01-21,638
2005-03-01,2025-02-18,638
2005-03-01,2025-03-20,638
2005-03-01,2025-04-15,636
2005-03-01,2025-05-13,636
2005-03-01,2025-06-10,636
2005-03-01,2025-07-17,636
2005-03-01,2025-08-12,636
2005-03-01,2025-09-16,636
2005-04-01,2024-02-13,642
2005-04-01,2024-03-12,642
2005-04-01,2024-04-16,642
2005-04-01,2024-05-14,642
2005-04-01,2024-06-11,642
2005-04-01,2024-07-18,642
2005-04-01,2024-08-13,642
2005-04-01,2024-09-10,642
2005-04-01,2024-10-15,642
2005-04-01,2024-11-12,642
2005-04-01,2024-12-17,642
2005-04-01,2025-01-21,642
2005-04-01,2025-02-18,642
2005-04-01,2025-03-20,642
2005-04-01,2025-04-15,642
2005-04-01,2025-05-13,642
2005-04-01,2025-06-10,642
2005-04-01,2025-07-17,642
2005-04-01,2025-08-12,642
2005-04-01,2025-09-16,642
2005-05-01,2024-02-13,642
2005-05-01,2024-03-12,642
2005-05-01,2024-04-16,642
2005-05-01,2024-05-14,642
2005-05-01,2024-06-11,642
2005-05-01,2024-07-18,642
2005-05-01,2024-08-13,642
2005-05-01,2024-09-10,642
2005-05-01,2024-10-15,642
2005-05-01,2024-11-12,642
2005-05-01,2024-12-17,642
2005-05-01,2025-01-21,642
2005-05-01,2025-02-18,642
2005-05-01,2025-03-20,642
2005-05-01,2025-04-15,642
2005-05-01,2025-05-13,642
2005-05-01,2025-06-10,642
2005-05-01,2025-07-17,642
2005-05-01,2025-08-12,642
2005-05-01,2025-09-16,642
2005-06-01,2024-02-13,633
2005-06-01,2024-03-12,633
2005-06-01,2024-04-16,633
2005-06-01,2024-05-14,633
2005-06-01,2024-06-11,633
2005-06-01,2024-07-18,633
2005-06-01,2024-08-13,633
2005-06-01,2024-09-10,633
2005-06-01,2024-10-15,633
2005-06-01,2024-11-12,633
2005-06-01,2024-12-17,633
2005-06-01,2025-01-21,633
2005-06-01,2025-02-18,633
2005-06-01,2025-03-20,633
2005-06-01,2025-04-15,633
2005-06-01,2025-05-13,633
2005-06-01,2025-06-10,633
2005-06-01,2025-07-17,633
2005-06-01,2025-08-12,633
2005-06-01,2025-09-16,633
2005-07-01,2024-02-13,624
2005-07-01,2024-03-12,624
2005-07-01,2024-04-16,624
2005-07-01,2024-05-14,624
2005-07-01,2024-06-11,624
2005-07-01,2024-07-18,624
2005-07-01,2024-08-13,624
2005-07-01,2024-09-10,624
2005-07-01,2024-10-15,624
2005-07-01,2024-11-12,624
2005-07-01,2024-12-17,624
2005-07-01,2025-01-21,624
2005-07-01,2025-02-18,624
2005-07-01,2025-03-20,624
2005-07-01,2025-04-15,624
2005-07-01,2025-05-13,624
2005-07-01,2025-06-10,624
2005-07-01,2025-07-17,624
2005-07-01,2025-08-12,624
2005-07-01,2025-09-16,624
2005-08-01,2024-02-13,622
2005-08-01,2024-03-12,622
2005-08-01,2024-04-16,622
2005-08-01,2024-05-14,622
2005-08-01,2024-06-11,622
2005-08-01,2024-07-18,622
2005-08-01,2024-08-13,622
2005-08-01,2024-09-10,622
2005-08-01,2024-10-15,622
2005-08-01,2024-11-12,622
2005-08-01,2024-12-17,622
2005-08-01,2025-01-21,622
2005-08-01,2025-02-18,622
2005-08-01,2025-03-20,622
2005-08-01,2025-04-15,622
2005-08-01,2025-05-13,622
2005-08-01,2025-06-10,622
2005-08-01,2025-07-17,622
2005-08-01,2025-08-12,622
2005-08-01,2025-09-16,622
2005-09-01,2024-02-13,608
2005-09-01,2024-03-12,608
2005-09-01,2024-04-16,608
2005-09-01,2024-05-14,608
2005-09-01,2024-06-11,608
2005-09-01,2024-07-18,608
2005-09-01,2024-08-13,608
2005-09-01,2024-09-10,608
2005-09-01,2024-10-15,608
2005-09-01,2024-11-12,608
2005-09-01,2024-12-17,608
2005-09-01,2025-01-21,608
2005-09-01,2025-02-18,608
2005-09-01,2025-03-20,608
2005-09-01,2025-04-15,608
2005-09-01,2025-05-13,608
2005-09-01,2025-06-10,608
2005-09-01,2025-07-17,608
2005-09-01,2025-08-12,608
2005-09-01,2025-09-16,608
2005-10-01,2024-02-13,632
2005-10-01,2024-03-12,632
2005-10-01,2024-04-16,632
2005-10-01,2024-05-14,606
2005-10-01,2024-06-11,606
2005-10-01,2024-07-18,606
2005-10-01,2024-08-13,606
2005-10-01,2024-09-10,606
2005-10-01,2024-10-15,606
2005-10-01,2024-11-12,632
2005-10-01,2024-12-17,632
2005-10-01,2025-01-21,606
2005-10-01,2025-02-18,606
2005-10-01,2025-03-20,606
2005-10-01,2025-04-15,606
2005-10-01,2025-05-13,606
2005-10-01,2025-06-10,632
2005-10-01,2025-07-17,632
2005-10-01,2025-08-12,606
2005-10-01,2025-09-16,606
2005-11-01,2024-02-13,609
2005-11-01,2024-03-12,609
2005-11-01,2024-04-16,609
2005-11-01,2024-05-14,609
2005-11-01,2024-06-11,609
2005-11-01,2024-07-18,609
2005-11-01,2024-08-13,609
2005-11-01,2024-09-10,609
2005-11-01,2024-10-15,609
2005-11-01,2024-11-12,609
2005-11-01,2024-12-17,609
2005-11-01,2025-01-21,609
2005-11-01,2025-02-18,609
2005-11-01,2025-03-20,609
2005-11-01,2025-04-15,609
2005-11-01,2025-05-13,609
2005-11-01,2025-06-10,609
2005-11-01,2025-07-17,609
2005-11-01,2025-08-12,609
2005-11-01,2025-09-16,609
2005-12-01,2024-02-13,615
2005-12-01,2024-03-12,615
2005-12-01,2024-04-16,615
2005-12-01,2024-05-14,615
2005-12-01,2024-06-11,615
2005-12-01,2024-07-18,615
2005-12-01,2024-08-13,615
2005-12-01,2024-09-10,615
2005-12-01,2024-10-15,615
2005-12-01,2024-11-12,615
2005-12-01,2024-12-17,615
2005-12-01,2025-01-21,615
2005-12-01,2025-02-18,615
2005-12-01,2025-03-20,615
2005-12-01,2025-04-15,615
2005-12-01,2025-05-13,615
2005-12-01,2025-06-10,615
2005-12-01,2025-07-17,615
2005-12-01,2025-08-12,615
2005-12-01,2025-09-16,615
2006-01-01,2024-02-13,612
2006-01-01,2024-03-12,612
2006-01-01,2024-04-16,612
2006-01-01,2024-05-14,612
2006-01-01,2024-06-11,612
2006-01-01,2024-07-18,612
2006-01-01,2024-08-13,612
2006-01-01,2024-09-10,612
2006-01-01,2024-10-15,612
2006-01-01,2024-11-12,612
2006-01-01,2024-12-17,612
2006-01-01,2025-01-21,612
2006-01-01,2025-02-18,612
2006-01-01,2025-03-20,612
2006-01-01,2025-04-15,612
2006-01-01,2025-05-13,612
2006-01-01,2025-06-10,612
2006-01-01,2025-07-17,612
2006-01-01,2025-08-12,612
2006-01-01,2025-09-16,612
2006-02-01,2024-02-13,600
2006-02-01,2024-03-12,600
2006-02-01,2024-04-16,600
2006-02-01,2024-05-14,600
2006-02-01,2024-06-11,600
2006-02-01,2024-07-18,600
2006-02-01,2024-08-13,600
2006-02-01,2024-09-10,600
2006-02-01,2024-10-15,600
2006-02-01,2024-11-12,600
2006-02-01,2024-12-17,600
2006-02-01,2025-01-21,600
2006-02-01,2025-02-18,600
2006-02-01,2025-03-20,600
2006-02-01,2025-04-15,600
2006-02-01,2025-05-13,600
2006-02-01,2025-06-10,600
2006-02-01,2025-07-17,600
2006-02-01,2025-08-12,600
2006-02-01,2025-09-16,600
2006-03-01,2024-02-13,598
2006-03-01,2024-03-12,598
2006-03-01,2024-04-16,598
2006-03-01,2024-05-14,598
2006-03-01,2024-06-11,598
2006-03-01,2024-07-18,598
2006-03-01,2024-08-13,598
2006-03-01,2024-09-10,598
2006-03-01,2024-10-15,598
2006-03-01,2024-11-12,598
2006-03-01,2024-12-17,598
2006-03-01,2025-01-21,598
2006-03-01,2025-02-18,598
2006-03-01,2025-03-20,598
2006-03-01,2025-04-15,597
2006-03-01,2025-05-13,597
2006-03-01,2025-06-10,597
2006-03-01,2025-07-17,597
2006-03-01,2025-08-12,597
2006-03-01,2025-09-16,597
2006-04-01,2024-02-13,597
2006-04-01,2024-03-12,597
2006-04-01,2024-04-16,597
2006-04-01,2024-05-14,597
2006-04-01,2024-06-11,597
2006-04-01,2024-07-18,597
2006-04-01,2024-08-13,597
2006-04-01,2024-09-10,597
2006-04-01,2024-10-15,597
2006-04-01,2024-11-12,597
2006-04-01,2024-12-17,597
2006-04-01,2025-01-21,597
2006-04-01,2025-02-18,597
2006-04-01,2025-03-20,597
2006-04-01,2025-04-15,597
2006-04-01,2025-05-13,597
2006-04-01,2025-06-10,597
2006-04-01,2025-07-17,597
2006-04-01,2025-08-12,597
2006-04-01,2025-09-16,597
2006-05-01,2024-02-13,604
2006-05-01,2024-03-12,604
2006-05-01,2024-04-16,604
2006-05-01,2024-05-14,604
2006-05-01,2024-06-11,604
2006-05-01,2024-07-18,604
2006-05-01,2024-08-13,604
2006-05-01,2024-09-10,604
2006-05-01,2024-10-15,604
2006-05-01,2024-11-12,604
2006-05-01,2024-12-17,604
2006-05-01,2025-01-21,604
2006-05-01,2025-02-18,604
2006-05-01,2025-03-20,604
2006-05-01,2025-04-15,604
2006-05-01,2025-05-13,604
2006-05-01,2025-06-10,604
2006-05-01,2025-07-17,604
2006-05-01,2025-08-12,604
2006-05-01,2025-09-16,604
2006-06-01,2024-02-13,607
2006-06-01,2024-03-12,607
2006-06-01,2024-04-16,607
2006-06-01,2024-05-14,607
2006-06-01,2024-06-11,607
2006-06-01,2024-07-18,607
2006-06-01,2024-08-13,607
2006-06-01,2024-09-10,607
2006-06-01,2024-10-15,607
2006-06-01,2024-11-12,607
2006-06-01,2024-12-17,607
2006-06-01,2025-01-21,607
2006-06-01,2025-02-18,607
2006-06-01,2025-03-20,607
2006-06-01,2025-04-15,607
2006-06-01,2025-05-13,607
2006-06-01,2025-06-10,607
2006-06-01,2025-07-17,607
2006-06-01,2025-08-12,607
2006-06-01,2025-09-16,607
2006-07-01,2024-02-13,611
2006-07-01,2024-03-12,611
2006-07-01,2024-04-16,611
2006-07-01,2024-05-14,611
2006-07-01,2024-06-11,611
2006-07-01,2024-07-18,611
2006-07-01,2024-08-13,611
2006-07-01,2024-09-10,611
2006-07-01,2024-10-15,611
2006-07-01,2024-11-12,611
2006-07-01,2024-12-17,611
2006-07-01,2025-01-21,611
2006-07-01,2025-02-18,611
2006-07-01,2025-03-20,611
2006-07-01,2025-04-15,610
2006-07-01,2025-05-13,610
2006-07-01,2025-06-10,610
2006-07-01,2025-07-17,610
2006-07-01,2025-08-12,610
2006-07-01,2025-09-16,610
2006-08-01,2024-02-13,611
2006-08-01,2024-03-12,611
2006-08-01,2024-04-16,611
2006-08-01,2024-05-14,611
2006-08-01,2024-06-11,611
2006-08-01,2024-07-18,611
2006-08-01,2024-08-13,611
2006-08-01,2024-09-10,611
2006-08-01,2024-10-15,611
2006-08-01,2024-11-12,611
2006-08-01,2024-12-17,611
2006-08-01,2025-01-21,611
2006-08-01,2025-02-18,611
2006-08-01,2025-03-20,611
2006-08-01,2025-04-15,611
2006-08-01,2025-05-13,611
2006-08-01,2025-06-10,611
2006-08-01,2025-07-17,611
2006-08-01,2025-08-12,611
2006-08-01,2025-09-16,611
2006-09-01,2024-02-13,618
2006-09-01,2024-03-12,618
2006-09-01,2024-04-16,618
2006-09-01,2024-05-14,618
2006-09-01,2024-06-11,618
2006-09-01,2024-07-18,618
2006-09-01,2024-08-13,618
2006-09-01,2024-09-10,618
2006-09-01,2024-10-15,618
2006-09-01,2024-11-12,618
2006-09-01,2024-12-17,618
2006-09-01,2025-01-21,618
2006-09-01,2025-02-18,618
2006-09-01,2025-03-20,618
2006-09-01,2025-04-15,618
2006-09-01,2025-05-13,618
2006-09-01,2025-06-10,618
2006-09-01,2025-07-17,618
2006-09-01,2025-08-12,618
2006-09-01,2025-09-16,618
2006-10-01,2024-02-13,609
2006-10-01,2024-03-12,609
2006-10-01,2024-04-16,609
2006-10-01,2024-05-14,609
2006-10-01,2024-06-11,609
2006-10-01,2024-07-18,609
2006-10-01,2024-08-13,609
2006-10-01,2024-09-10,609
2006-10-01,2024-10-15,609
2006-10-01,2024-11-12,609
2006-10-01,2024-12-17,609
2006-10-01,2025-01-21,609
2006-10-01,2025-02-18,609
2006-10-01,2025-03-20,609
2006-10-01,2025-04-15,609
2006-10-01,2025-05-13,609
2006-10-01,2025-06-10,609
2006-10-01,2025-07-17,609
2006-10-01,2025-08-12,620
2006-10-01,2025-09-16,620
2006-11-01,2024-02-13,620
2006-11-01,2024-03-12,620
2006-11-01,2024-04-16,620
2006-11-01,2024-05-14,620
2006-11-01,2024-06-11,620
2006-11-01,2024-07-18,620
2006-11-01,2024-08-13,620
2006-11-01,2024-09-10,620
2006-11-01,2024-10-15,620
2006-11-01,2024-11-12,620
2006-11-01,2024-12-17,620
2006-11-01,2025-01-21,620
2006-11-01,2025-02-18,620
2006-11-01,2025-03-20,620
2006-11-01,2025-04-15,620
2006-11-01,2025-05-13,620
2006-11-01,2025-06-10,620
2006-11-01,2025-07-17,620
2006-11-01,2025-08-12,620
2006-11-01,2025-09-16,620
2006-12-01,2024-02-13,619
2006-12-01,2024-03-12,619
2006-12-01,2024-04-16,619
2006-12-01,2024-05-14,619
2006-12-01,2024-06-11,619
2006-12-01,2024-07-18,619
2006-12-01,2024-08-13,619
2006-12-01,2024-09-10,619
2006-12-01,2024-10-15,619
2006-12-01,2024-11-12,619
2006-12-01,2024-12-17,619
2006-12-01,2025-01-21,619
2006-12-01,2025-02-18,619
2006-12-01,2025-03-20,619
2006-12-01,2025-04-15,619
2006-12-01,2025-05-13,619
2006-12-01,2025-06-10,619
2006-12-01,2025-07-17,619
2006-12-01,2025-08-12,619
2006-12-01,2025-09-16,619
2007-01-01,2024-02-13,629
2007-01-01,2024-03-12,629
2007-01-01,2024-04-16,629
2007-01-01,2024-05-14,629
2007-01-01,2024-06-11,629
2007-01-01,2024-07-18,629
2007-01-01,2024-08-13,629
2007-01-01,2024-09-10,629
2007-01-01,2024-10-15,629
2007-01-01,2024-11-12,629
2007-01-01,2024-12-17,629
2007-01-01,2025-01-21,629
2007-01-01,2025-02-18,629
2007-01-01,2025-03-20,629
2007-01-01,2025-04-15,629
2007-01-01,2025-05-13,629
2007-01-01,2025-06-10,629
2007-01-01,2025-07-17,629
2007-01-01,2025-08-12,629
2007-01-01,2025-09-16,629
2007-02-01,2024-02-13,642
2007-02-01,2024-03-12,642
2007-02-01,2024-04-16,642
2007-02-01,2024-05-14,642
2007-02-01,2024-06-11,642
2007-02-01,2024-07-18,642
2007-02-01,2024-08-13,642
2007-02-01,2024-09-10,642
2007-02-01,2024-10-15,642
2007-02-01,2024-11-12,642
2007-02-01,2024-12-17,642
2007-02-01,2025-01-21,642
2007-02-01,2025-02-18,642
2007-02-01,2025-03-20,642
2007-02-01,2025-04-15,642
2007-02-01,2025-05-13,642
2007-02-01,2025-06-10,642
2007-02-01,2025-07-17,642
2007-02-01,2025-08-12,642
2007-02-01,2025-09-16,642
2007-03-01,2024-02-13,648
2007-03-01,2024-03-12,648
2007-03-01,2024-04-16,648
2007-03-01,2024-05-14,648
2007-03-01,2024-06-11,648
2007-03-01,2024-07-18,648
2007-03-01,2024-08-13,648
2007-03-01,2024-09-10,648
2007-03-01,2024-10-15,648
2007-03-01,2024-11-12,648
2007-03-01,2024-12-17,648
2007-03-01,2025-01-21,648
2007-03-01,2025-02-18,648
2007-03-01,2025-03-20,648
2007-03-01,2025-04-15,647
2007-03-01,2025-05-13,647
2007-03-01,2025-06-10,647
2007-03-01,2025-07-17,647
2007-03-01,2025-08-12,647
2007-03-01,2025-09-16,647
2007-04-01,2024-02-13,651
2007-04-01,2024-03-12,651
2007-04-01,2024-04-16,651
2007-04-01,2024-05-14,651
2007-04-01,2024-06-11,651
2007-04-01,2024-07-18,651
2007-04-01,2024-08-13,651
2007-04-01,2024-09-10,651
2007-04-01,2024-10-15,651
2007-04-01,2024-11-12,651
2007-04-01,2024-12-17,651
2007-04-01,2025-01-21,651
2007-04-01,2025-02-18,651
2007-04-01,2025-03-20,651
2007-04-01,2025-04-15,651
2007-04-01,2025-05-13,651
2007-04-01,2025-06-10,651
2007-04-01,2025-07-17,651
2007-04-01,2025-08-12,651
2007-04-01,2025-09-16,651
2007-05-01,2024-02-13,658
2007-05-01,2024-03-12,658
2007-05-01,2024-04-16,659
2007-05-01,2024-05-14,659
2007-05-01,2024-06-11,659
2007-05-01,2024-07-18,659
2007-05-01,2024-08-13,659
2007-05-01,2024-09-10,659
2007-05-01,2024-10-15,659
2007-05-01,2024-11-12,659
2007-05-01,2024-12-17,659
2007-05-01,2025-01-21,659
2007-05-01,2025-02-18,659
2007-05-01,2025-03-20,659
2007-05-01,2025-04-15,659
2007-05-01,2025-05-13,659
2007-05-01,2025-06-10,659
2007-05-01,2025-07-17,659
2007-05-01,2025-08-12,659
2007-05-01,2025-09-16,659
2007-06-01,2024-02-13,670
2007-06-01,2024-03-12,670
2007-06-01,2024-04-16,670
2007-06-01,2024-05-14,670
2007-06-01,2024-06-11,670
2007-06-01,2024-07-18,670
2007-06-01,2024-08-13,670
2007-06-01,2024-09-10,670
2007-06-01,2024-10-15,670
2007-06-01,2024-11-12,670
2007-06-01,2024-12-17,670
2007-06-01,2025-01-21,670
2007-06-01,2025-02-18,670
2007-06-01,2025-03-20,670
2007-06-01,2025-04-15,670
2007-06-01,2025-05-13,670
2007-06-01,2025-06-10,670
2007-06-01,2025-07-17,670
2007-06-01,2025-08-12,670
2007-06-01,2025-09-16,670
2007-07-01,2024-02-13,681
2007-07-01,2024-03-12,681
2007-07-01,2024-04-16,681
2007-07-01,2024-05-14,681
2007-07-01,2024-06-11,681
2007-07-01,2024-07-18,681
2007-07-01,2024-08-13,681
2007-07-01,2024-09-10,681
2007-07-01,2024-10-15,681
2007-07-01,2024-11-12,681
2007-07-01,2024-12-17,681
2007-07-01,2025-01-21,681
2007-07-01,2025-02-18,681
2007-07-01,2025-03-20,681
2007-07-01,2025-04-15,681
2007-07-01,2025-05-13,681
2007-07-01,2025-06-10,681
2007-07-01,2025-07-17,681
2007-07-01,2025-08-12,681
2007-07-01,2025-09-16,681
2007-08-01,2024-02-13,683
2007-08-01,2024-03-12,683
2007-08-01,2024-04-16,683
2007-08-01,2024-05-14,683
2007-08-01,2024-06-11,683
2007-08-01,2024-07-18,683
2007-08-01,2024-08-13,683
2007-08-01,2024-09-10,683
2007-08-01,2024-10-15,683
2007-08-01,2024-11-12,683
2007-08-01,2024-12-17,683
2007-08-01,2025-01-21,683
2007-08-01,2025-02-18,683
2007-08-01,2025-03-20,683
2007-08-01,2025-04-15,684
2007-08-01,2025-05-13,684
2007-08-01,2025-06-10,684
2007-08-01,2025-07-17,684
2007-08-01,2025-08-12,684
2007-08-01,2025-09-16,684
2007-09-01,2024-02-13,686
2007-09-01,2024-03-12,686
2007-09-01,2024-04-16,686
2007-09-01,2024-05-14,686
2007-09-01,2024-06-11,686
2007-09-01,2024-07-18,686
2007-09-01,2024-08-13,686
2007-09-01,2024-09-10,686
2007-09-01,2024-10-15,686
2007-09-01,2024-11-12,686
2007-09-01,2024-12-17,686
2007-09-01,2025-01-21,686
2007-09-01,2025-02-18,686
2007-09-01,2025-03-20,686
2007-09-01,2025-04-15,686
2007-09-01,2025-05-13,686
2007-09-01,2025-06-10,686
2007-09-01,2025-07-17,686
2007-09-01,2025-08-12,686
2007-09-01,2025-09-16,686
2007-10-01,2024-02-13,691
2007-10-01,2024-03-12,691
2007-10-01,2024-04-16,691
2007-10-01,2024-05-14,691
2007-10-01,2024-06-11,691
2007-10-01,2024-07-18,662
2007-10-01,2024-08-13,662
2007-10-01,2024-09-10,662
2007-10-01,2024-10-15,662
2007-10-01,2024-11-12,662
2007-10-01,2024-12-17,662
2007-10-01,2025-01-21,662
2007-10-01,2025-02-18,662
2007-10-01,2025-03-20,662
2007-10-01,2025-04-15,662
2007-10-01,2025-05-13,662
2007-10-01,2025-06-10,662
2007-10-01,2025-07-17,662
2007-10-01,2025-08-12,662
2007-10-01,2025-09-16,662
2007-11-01,2024-02-13,687
2007-11-01,2024-03-12,687
2007-11-01,2024-04-16,687
2007-11-01,2024-05-14,687
2007-11-01,2024-06-11,687
2007-11-01,2024-07-18,687
2007-11-01,2024-08-13,687
2007-11-01,2024-09-10,687
2007-11-01,2024-10-15,687
2007-11-01,2024-11-12,687
2007-11-01,2024-12-17,687
2007-11-01,2025-01-21,687
2007-11-01,2025-02-18,687
2007-11-01,2025-03-20,687
2007-11-01,2025-04-15,687
2007-11-01,2025-05-13,687
2007-11-01,2025-06-10,687
2007-11-01,2025-07-17,687
2007-11-01,2025-08-12,687
2007-11-01,2025-09-16,687
2007-12-01,2024-02-13,678
2007-12-01,2024-03-12,678
2007-12-01,2024-04-16,678
2007-12-01,2024-05-14,678
2007-12-01,2024-06-11,678
2007-12-01,2024-07-18,678
2007-12-01,2024-08-13,678
2007-12-01,2024-09-10,678
2007-12-01,2024-10-15,678
2007-12-01,2024-11-12,678
2007-12-01,2024-12-17,678
2007-12-01,2025-01-21,678
2007-12-01,2025-02-18,678
2007-12-01,2025-03-20,678
2007-12-01,2025-04-15,679
2007-12-01,2025-05-13,679
2007-12-01,2025-06-10,679
2007-12-01,2025-07-17,679
2007-12-01,2025-08-12,679
2007-12-01,2025-09-16,679
2008-01-01,2024-02-13,687
2008-01-01,2024-03-12,687
2008-01-01,2024-04-16,687
2008-01-01,2024-05-14,687
2008-01-01,2024-06-11,687
2008-01-01,2024-07-18,687
2008-01-01,2024-08-13,687
2008-01-01,2024-09-10,687
2008-01-01,2024-10-15,687
2008-01-01,2024-11-12,687
2008-01-01,2024-12-17,687
2008-01-01,2025-01-21,687
2008-01-01,2025-02-18,687
2008-01-01,2025-03-20,687
2008-01-01,2025-04-15,687
2008-01-01,2025-05-13,687
2008-01-01,2025-06-10,687
2008-01-01,2025-07-17,687
2008-01-01,2025-08-12,687
2008-01-01,2025-09-16,687
2008-02-01,2024-02-13,697
2008-02-01,2024-03-12,697
2008-02-01,2024-04-16,697
2008-02-01,2024-05-14,697
2008-02-01,2024-06-11,697
2008-02-01,2024-07-18,697
2008-02-01,2024-08-13,697
2008-02-01,2024-09-10,697
2008-02-01,2024-10-15,697
2008-02-01,2024-11-12,697
2008-02-01,2024-12-17,697
2008-02-01,2025-01-21,697
2008-02-01,2025-02-18,697
2008-02-01,2025-03-20,697
2008-02-01,2025-04-15,698
2008-02-01,2025-05-13,698
2008-02-01,2025-06-10,698
2008-02-01,2025-07-17,698
2008-02-01,2025-08-12,698
2008-02-01,2025-09-16,698
2008-03-01,2024-02-13,696
2008-03-01,2024-03-12,696
2008-03-01,2024-04-16,696
2008-03-01,2024-05-14,696
2008-03-01,2024-06-11,696
2008-03-01,2024-07-18,696
2008-03-01,2024-08-13,696
2008-03-01,2024-09-10,696
2008-03-01,2024-10-15,696
2008-03-01,2024-11-12,696
2008-03-01,2024-12-17,696
2008-03-01,2025-01-21,696
2008-03-01,2025-02-18,696
2008-03-01,2025-03-20,696
2008-03-01,2025-04-15,694
2008-03-01,2025-05-13,694
2008-03-01,2025-06-10,694
2008-03-01,2025-07-17,694
2008-03-01,2025-08-12,694
2008-03-01,2025-09-16,694
2008-04-01,2024-02-13,679
2008-04-01,2024-03-12,679
2008-04-01,2024-04-16,679
2008-04-01,2024-05-14,679
2008-04-01,2024-06-11,679
2008-04-01,2024-07-18,679
2008-04-01,2024-08-13,679
2008-04-01,2024-09-10,679
2008-04-01,2024-10-15,679
2008-04-01,2024-11-12,679
2008-04-01,2024-12-17,679
2008-04-01,2025-01-21,679
2008-04-01,2025-02-18,679
2008-04-01,2025-03-20,679
2008-04-01,2025-04-15,679
2008-04-01,2025-05-13,679
2008-04-01,2025-06-10,679
2008-04-01,2025-07-17,679
2008-04-01,2025-08-12,679
2008-04-01,2025-09-16,679
2008-05-01,2024-02-13,657
2008-05-01,2024-03-12,657
2008-05-01,2024-04-16,657
2008-05-01,2024-05-14,657
2008-05-01,2024-06-11,657
2008-05-01,2024-07-18,657
2008-05-01,2024-08-13,657
2008-05-01,2024-09-10,657
2008-05-01,2024-10-15,657
2008-05-01,2024-11-12,657
2008-05-01,2024-12-17,657
2008-05-01,2025-01-21,657
2008-05-01,2025-02-18,657
2008-05-01,2025-03-20,657
2008-05-01,2025-04-15,657
2008-05-01,2025-05-13,657
2008-05-01,2025-06-10,657
2008-05-01,2025-07-17,657
2008-05-01,2025-08-12,657
2008-05-01,2025-09-16,657
2008-06-01,2024-02-13,643
2008-06-01,2024-03-12,643
2008-06-01,2024-04-16,643
2008-06-01,2024-05-14,643
2008-06-01,2024-06-11,643
2008-06-01,2024-07-18,643
2008-06-01,2024-08-13,643
2008-06-01,2024-09-10,643
2008-06-01,2024-10-15,643
2008-06-01,2024-11-12,643
2008-06-01,2024-12-17,643
2008-06-01,2025-01-21,643
2008-06-01,2025-02-18,643
2008-06-01,2025-03-20,643
2008-06-01,2025-04-15,643
2008-06-01,2025-05-13,643
2008-06-01,2025-06-10,643
2008-06-01,2025-07-17,643
2008-06-01,2025-08-12,643
2008-06-01,2025-09-16,643
2008-07-01,2024-02-13,624
2008-07-01,2024-03-12,624
2008-07-01,2024-04-16,624
2008-07-01,2024-05-14,624
2008-07-01,2024-06-11,624
2008-07-01,2024-07-18,624
2008-07-01,2024-08-13,624
2008-07-01,2024-09-10,624
2008-07-01,2024-10-15,624
2008-07-01,2024-11-12,624
2008-07-01,2024-12-17,624
2008-07-01,2025-01-21,624
2008-07-01,2025-02-18,624
2008-07-01,2025-03-20,624
2008-07-01,2025-04-15,624
2008-07-01,2025-05-13,624
2008-07-01,2025-06-10,624
2008-07-01,2025-07-17,624
2008-07-01,2025-08-12,624
2008-07-01,2025-09-16,624
2008-08-01,2024-02-13,615
2008-08-01,2024-03-12,615
